"ID","default"
5,0.174831870181434
7,0.13222078320476
17,0.492749399515511
20,0.276384717512272
24,0.124656346333693
31,0.0729153616321262
42,0.124354680271068
46,0.264508870609145
62,0.174985736430265
63,0.785984240427528
67,0.798799683915353
73,0.158745102781103
74,0.291705604391139
79,0.14445531452124
80,0.290930648230576
89,0.132626746453317
90,0.761128071957318
94,0.184902760112448
98,0.0912699491714151
101,0.179179200939267
104,0.153593520832994
106,0.177109794192135
109,0.120207486116594
111,0.128315978961923
113,0.795136042641175
117,0.15212262570273
118,0.90480030484917
119,0.0659585408490898
122,0.464629844106331
123,0.388194556923642
126,0.290526130106633
136,0.246314615345641
137,0.0826952821922863
148,0.216955784701474
149,0.448223720380612
151,0.180491198452791
153,0.260119578272869
155,0.249540612142545
156,0.115795882355377
157,0.0922791801484348
158,0.0783540040360056
161,0.769185040883548
164,0.125609093045053
166,0.659844993131112
167,0.0821112681220146
170,0.116027831346964
172,0.104503926487035
176,0.811685800329756
178,0.379246795127295
189,0.15249913849933
192,0.709035225315453
195,0.136529446825763
196,0.565234024666892
202,0.193516585956447
203,0.130891475230633
206,0.232898360689839
219,0.0654422965354169
220,0.187105183198102
224,0.0605726672303017
229,0.589067761811179
234,0.698619068497927
245,0.430447566334428
246,0.186336041433779
259,0.216388965367346
263,0.188173092541105
265,0.132234972003207
267,0.24504021470498
276,0.12626197476781
278,0.30336698732252
279,0.158869660782646
288,0.0694576932800128
289,0.631259296866701
294,0.362249345458661
302,0.362024475533695
305,0.115472018521419
307,0.0669196198118583
309,0.908098198481907
313,0.272780532281665
320,0.262516691099921
326,0.168930965736895
338,0.206225534354638
349,0.0873632873392753
352,0.195924521599327
358,0.064158925709161
365,0.139346737651187
366,0.274045957795409
367,0.162544717804262
368,0.422419399965894
372,0.116537660254086
374,0.696586720852094
378,0.131848223660507
384,0.139703576655616
387,0.292265933853784
394,0.0855694979932079
398,0.162836461848846
405,0.737217902870331
410,0.0682120077819124
413,0.199544957639531
419,0.157925930349046
421,0.687937149719208
425,0.063537363735974
426,0.195368824839867
443,0.297448069574532
445,0.170630664876961
452,0.671022673364108
453,0.102218582667734
454,0.0824896329954175
457,0.610212302560464
462,0.16183687240687
463,0.0604872768184567
467,0.0942805129833437
480,0.256858087312977
486,0.085811640057243
489,0.269558351456669
490,0.0801230159468029
491,0.202826575839184
492,0.739052295504397
493,0.0933303989087478
494,0.114852366889727
498,0.234862096039297
503,0.0739661465150333
508,0.100046500769444
509,0.176181784352279
511,0.190857425932791
512,0.176518397929011
517,0.157516076487255
532,0.16199248947534
536,0.177222360310144
537,0.118475201154099
539,0.206629478033452
542,0.257711757929909
545,0.0839162180333572
546,0.0567712454879845
549,0.074611509578792
551,0.73179844253238
554,0.309037537277896
556,0.0734484893234539
560,0.525818195443537
568,0.0806504805709519
570,0.133199847279217
575,0.188591049544192
576,0.786697323894146
583,0.104192353267001
589,0.0978717439672256
591,0.0723647276873235
596,0.111352473110078
603,0.1280163498677
604,0.715912646467424
608,0.249973132586492
611,0.0916914123663416
614,0.626667776835004
618,0.106872857581866
620,0.0859166751918279
625,0.29860724456854
627,0.168423426113064
628,0.21877555055329
629,0.193588360299781
631,0.313708887693771
635,0.722752985638775
636,0.286475180994432
637,0.207835308569816
638,0.158382902999202
645,0.235509759356485
648,0.167908217202466
652,0.0651407153181622
663,0.21064628284941
667,0.688961208437512
669,0.627910537605884
680,0.16051712463661
681,0.129796292795765
685,0.132939013410778
689,0.137014328741281
694,0.258770502868548
702,0.12813769186279
704,0.411228960406
705,0.611827606464496
714,0.281919580612162
715,0.141850168291501
720,0.13023628223402
722,0.189882555463086
727,0.0705103458222712
730,0.446326457304714
736,0.165815811643528
741,0.0857548422301961
743,0.143112011350649
746,0.0861811334912089
751,0.252956559215984
752,0.72107862446174
754,0.0578001284373688
769,0.266042674090689
774,0.132734048707572
777,0.0792305789303634
781,0.256452322692674
784,0.35714300473362
791,0.362913323909597
792,0.226650324437135
795,0.142209761968377
807,0.252471868545092
810,0.0374368255508868
821,0.482752576352839
828,0.30356147364964
829,0.184569687877875
