"ID","default"
5,0.833925123675952
7,0.521961663829509
17,0.746011498011098
20,0.446147560770117
24,0.225428202372307
31,0.156516192389404
42,0.243332836427836
46,0.365630914117287
62,0.265528509494311
63,0.923877890989768
67,0.91643296862518
73,0.164676513511009
74,0.483732194567935
79,0.452712043799957
80,0.503083182294282
89,0.226221941992748
90,0.715882566490028
94,0.472490077763196
98,0.198593500720705
101,0.194348728237519
104,0.160731829923723
106,0.480341263105466
109,0.334798278611044
111,0.229226310207831
113,0.893422627965799
117,0.282665344116287
118,0.975441786508581
119,0.0934740343400308
122,0.681990095881623
123,0.550839934177134
126,0.718628042815303
136,0.410859006712321
137,0.19625481339274
148,0.54944969804039
149,0.611758953408464
151,0.353523244550316
153,0.34662590657742
155,0.2886178430575
156,0.168964653901672
157,0.22966707582999
158,0.108512894936818
161,0.895715265572859
164,0.221073449856632
166,0.823777680018071
167,0.102612849733486
170,0.395622419886208
172,0.169522293441317
176,0.521686902778629
178,0.577362790286895
189,0.281086934119633
192,0.856244071930874
195,0.170662303644259
196,0.847470418223316
202,0.346606321353192
203,0.274252845384912
206,0.11949490880378
219,0.197647021535074
220,0.293709987022861
224,0.152004158521499
229,0.849180114096586
234,0.802032188478271
245,0.593263756394692
246,0.338070225121662
259,0.18599268511458
263,0.366518008364897
265,0.26901244000896
267,0.188388623347778
276,0.255213540539916
278,0.496709480946194
279,0.132460652067965
288,0.139918574249421
289,0.811711805206005
294,0.724964436646194
302,0.506473441444491
305,0.284349100617297
307,0.175754168989122
309,0.793051745255324
313,0.436124203810111
320,0.435120915037547
326,0.252308609395143
338,0.38136663894723
349,0.222643028259584
352,0.268965369417624
358,0.168665138689899
365,0.217474484874825
366,0.813206698524747
367,0.788105839976907
368,0.860529468055944
372,0.219545983038399
374,0.199264830326572
378,0.286666735826127
384,0.548072799154811
387,0.365979518593518
394,0.300252279552371
398,0.504329931091235
405,0.905366433670567
410,0.149689068513484
413,0.333419611897892
419,0.283870599824456
421,0.82061573216448
425,0.109518967971681
426,0.31246654370856
443,0.5243966577891
445,0.342365591674258
452,0.855345562956179
453,0.304439047444589
454,0.122636510196991
457,0.629262791962097
462,0.386024736203957
463,0.262826872494461
467,0.229427424778165
480,0.360235269827755
486,0.200323390540924
489,0.568780796496356
490,0.130958899056227
491,0.294450111038129
492,0.888256263343195
493,0.149072876795656
494,0.38150022197361
498,0.65580170086817
503,0.392875296220886
508,0.408676547133351
509,0.30699644914268
511,0.337995929806653
512,0.375071863796894
517,0.11640874889273
532,0.348839342587833
536,0.648490987673179
537,0.283289411393445
539,0.451584246719215
542,0.485206349926967
545,0.119744492304172
546,0.108435187287325
549,0.194409155398622
551,0.428560771699843
554,0.44456905643893
556,0.188603149772301
560,0.0850620064767378
568,0.186320774848619
570,0.200809068316355
575,0.191033808443854
576,0.875362320774334
583,0.323966530134722
589,0.3546368312945
591,0.118441489201352
596,0.153998166181234
603,0.232219562632529
604,0.906443809279602
608,0.490634181270412
611,0.177996390165428
614,0.868815401680004
618,0.645385874015963
620,0.195805467650998
625,0.409452048262059
627,0.278244386004894
628,0.356932262791761
629,0.158948906566662
631,0.196502801759682
635,0.198381928191635
636,0.239398114127675
637,0.161147678248236
638,0.265584811905647
645,0.398643348412325
648,0.406793683851664
652,0.214833072926911
663,0.317063281019437
667,0.249045394761072
669,0.586337038567983
680,0.369498797118047
681,0.319795402723727
685,0.229395887974936
689,0.178805411536102
694,0.417537488402249
702,0.185723701018287
704,0.658719321208972
705,0.796983345883117
714,0.471380792078089
715,0.189357982985997
720,0.306668519302504
722,0.574115767342994
727,0.107821059367405
730,0.663249100779678
736,0.0514010418102895
741,0.173492722622062
743,0.268493172612731
746,0.0930438101281136
751,0.455889167597617
752,0.888803456209363
754,0.110728917677848
769,0.388550073690509
774,0.230082378845452
777,0.160056578067212
781,0.508166735863951
784,0.560887849155485
791,0.801013990449645
792,0.577970543023888
795,0.283661018652252
807,0.677478357471227
810,0.253405388330776
821,0.217572441258035
828,0.58589493046591
829,0.690992476321975
831,0.159568886334036
833,0.120077225907462
834,0.109321339921095
835,0.374013267480115
837,0.923307295400264
838,0.797253084993131
846,0.150588055016098
850,0.33055124832898
853,0.185408895359375
855,0.138750473008876
860,0.649527645544865
861,0.465136643207905
863,0.70201428709639
866,0.299524242115437
869,0.271391005625728
870,0.358521155616014
871,0.835584045757231
872,0.147600247950678
874,0.243129542178366
876,0.502198138565054
882,0.627293187247951
896,0.106138979718567
897,0.858456697413364
901,0.317316404974576
902,0.37311464145829
904,0.145173383137673
914,0.314638160950502
916,0.413048125461517
917,0.14206266584954
920,0.41082149240514
924,0.590792683935767
930,0.158401287311325
935,0.270677734955154
942,0.350091949869914
945,0.390273851691828
961,0.64196662216553
967,0.45928122623837
970,0.190702390035163
972,0.230046838364343
973,0.746049432907092
974,0.229070638226459
977,0.793374990915295
981,0.194411640957603
988,0.38662133635427
990,0.348769591033181
992,0.670206494315023
996,0.185809467428242
1013,0.10567775852059
1025,0.124357303085796
1026,0.216001041936841
1027,0.118629898053028
1032,0.242422871978042
1034,0.165263337144494
1036,0.763713543162263
